"SUBSTANCE";"CODE_NACE_REV2_ET_MENAGES";"MASSE";"ANNEE";"LIBELLE_NACE_ET_MENAGES";"LIBELLE_SUBSTANCE"
"CH4_CO2E";"C26";214.14;2009;"Fabrication de produits informatiques, électroniques et optiques";"Méthane (équivalent CO2)"
"CH4_CO2E";"C27";370.62;2009;"Fabrication d'équipements électriques";"Méthane (équivalent CO2)"
"CH4_CO2E";"C28";508.32;2009;"Fabrication de machines et équipements n.c.a.";"Méthane (équivalent CO2)"
"CH4_CO2E";"C29";885.27;2009;"Industrie automobile";"Méthane (équivalent CO2)"
"CH4_CO2E";"C30";304.87;2009;"Fabrication d'autres matériels de transport";"Méthane (équivalent CO2)"
"CH4_CO2E";"C31_C32";1058.98;2009;"Fabrication de meubles; autres industries manufacturières";"Méthane (équivalent CO2)"
"CH4_CO2E";"C33";545.26;2009;"Réparation et installation de machines et d'équipements";"Méthane (équivalent CO2)"
"CH4_CO2E";"D";644073.78;2009;"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné";"Méthane (équivalent CO2)"
"CH4_CO2E";"E36";136.02;2009;"Captage, traitement et distribution d'eau";"Méthane (équivalent CO2)"
"CH4_CO2E";"E37-E39";16273645.79;2009;"Collecte et traitement des eaux usées, gestion des déchets, dépollution";"Méthane (équivalent CO2)"
"CH4_CO2E";"F";5760.33;2009;"Construction";"Méthane (équivalent CO2)"
"CH4_CO2E";"G45";6009.67;2009;"Commerce et réparation d'automobiles et de motocycles";"Méthane (équivalent CO2)"
"CH4_CO2E";"G46";5198.23;2009;"Commerce de gros, à l'exception des automobiles et des motocycles";"Méthane (équivalent CO2)"
"CH4_CO2E";"G47";7181.15;2009;"Commerce de détail, à l'exception des automobiles et des motocycles";"Méthane (équivalent CO2)"
"CH4_CO2E";"H49";742155.62;2009;"Transports terrestres et transport par conduites";"Méthane (équivalent CO2)"
"CH4_CO2E";"H50";23000.7;2009;"Transports par eau";"Méthane (équivalent CO2)"
"CH4_CO2E";"H51";3880.18;2009;"Transports aériens";"Méthane (équivalent CO2)"
"CH4_CO2E";"H52";3124.69;2009;"Entreposage et services auxiliaires des transports";"Méthane (équivalent CO2)"
"CH4_CO2E";"H53";554.26;2009;"Activités de poste et de courrier";"Méthane (équivalent CO2)"
"CH4_CO2E";"HH_HEAT";1651478.88;2009;"Chauffage/refroidissement par les ménages";"Méthane (équivalent CO2)"
"CH4_CO2E";"HH_OTH";2171959.32;2009;"Autres activités par les ménages";"Méthane (équivalent CO2)"
"CH4_CO2E";"HH_TRA";148282.39;2009;"Activités de transport des ménages";"Méthane (équivalent CO2)"
"CH4_CO2E";"I";9096.08;2009;"Hébergement et restauration";"Méthane (équivalent CO2)"
"CH4_CO2E";"J58";271.92;2009;"Édition";"Méthane (équivalent CO2)"
"CH4_CO2E";"J59_J60";898.62;2009;"Activités cinématographique, vidéo, production de programmes de télévision, activités de programmation et de diffusion";"Méthane (équivalent CO2)"
"CH4_CO2E";"J61";369;2009;"Télécommunications";"Méthane (équivalent CO2)"
"CH4_CO2E";"J62_J63";797.98;2009;"Programmation, conseil en informatique et autres services d'information";"Méthane (équivalent CO2)"
"CH4_CO2E";"K64";1322.95;2009;"Activités des services financiers, hors assurance et caisses de retraite";"Méthane (équivalent CO2)"
"CH4_CO2E";"K65";351.54;2009;"Assurance";"Méthane (équivalent CO2)"
"CH4_CO2E";"K66";330.85;2009;"Activités auxiliaires de services financiers et d'assurance";"Méthane (équivalent CO2)"
"CH4_CO2E";"L";1021.26;2009;"Activités immobilières";"Méthane (équivalent CO2)"
"CH4_CO2E";"M69_M70";1676.6;2009;"Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion";"Méthane (équivalent CO2)"
"CH4_CO2E";"M71";1195.79;2009;"Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques";"Méthane (équivalent CO2)"
"CH4_CO2E";"M72";1722.74;2009;"Recherche-développement scientifique";"Méthane (équivalent CO2)"
"CH4_CO2E";"M73";427.86;2009;"Publicité et études de marché";"Méthane (équivalent CO2)"
"CH4_CO2E";"M74_M75";218.75;2009;"Autres activités spécialisées, scientifiques et techniques, activités vétérinaires";"Méthane (équivalent CO2)"
"CH4_CO2E";"N77";5604.2;2009;"Activités de location et location-bail";"Méthane (équivalent CO2)"
"CH4_CO2E";"N78";1424.37;2009;"Activités liées à l'emploi";"Méthane (équivalent CO2)"
"CH4_CO2E";"N79";125.54;2009;"Activités des agences de voyage, voyagistes, services de réservation et activités connexes";"Méthane (équivalent CO2)"
"CH4_CO2E";"N80-N82";3355.76;2009;"Enquêtes et sécurité, activités administratives, services et aménagement paysager";"Méthane (équivalent CO2)"
"CH4_CO2E";"O";14535.75;2009;"Administration publique";"Méthane (équivalent CO2)"
"CH4_CO2E";"P";7773.8;2009;"Enseignement";"Méthane (équivalent CO2)"
"CH4_CO2E";"Q86";3128.28;2009;"Activités pour la santé humaine";"Méthane (équivalent CO2)"
"CH4_CO2E";"Q87_Q88";3766.57;2009;"Hébergement médico-social et social et action sociale sans hébergement";"Méthane (équivalent CO2)"
"CH4_CO2E";"R90-R92";1179.06;2009;"Activités créatives, artistiques et de spectacle; bibliothèques, archives, musées et autres activités culturelles; organisation de jeux de hasard et d'argent";"Méthane (équivalent CO2)"
"CH4_CO2E";"R93";5067.37;2009;"Activités sportives, récréatives et de loisirs";"Méthane (équivalent CO2)"
"CH4_CO2E";"S94";1056.41;2009;"Activités des organisations associatives";"Méthane (équivalent CO2)"
"CH4_CO2E";"S95";481.36;2009;"Réparation d'ordinateurs et de biens personnels et domestiques";"Méthane (équivalent CO2)"
"CH4_CO2E";"S96";2417.37;2009;"Autres services personnels";"Méthane (équivalent CO2)"
"CH4_CO2E";"T";0;2009;"Activités des ménages en tant qu'employeurs; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Méthane (équivalent CO2)"
"CH4_CO2E";"U";0;2009;"Activités extra-territoriales";"Méthane (équivalent CO2)"
"CH4_NMVOCE";"A01";22294.88;2009;"Culture et production animale, chasse et services annexes";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"A02";1.01;2009;"Sylviculture et exploitation forestière";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"A03";1.44;2009;"Pêche et aquaculture";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"B";66.82;2009;"Industries extractives";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C10-C12";16.86;2009;"Industries alimentaires; fabrication de boissons et de produits à base de tabac";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C13-C15";0.59;2009;"Fabrication de textiles, industrie de l'habillement, du cuir et de la chaussure";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C16";9.57;2009;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles; fabrication d'articles en vannerie et sparterie";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C17";29.63;2009;"Industrie du papier et du carton";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C18";0.12;2009;"Imprimerie et reproduction d'enregistrements";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C19";15.64;2009;"Cokéfaction et raffinage";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C20";50.23;2009;"Industrie chimique";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C21";0.5;2009;"Industrie pharmaceutique";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C22";0.78;2009;"Fabrication de produits en caoutchouc et en plastique";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C23";17.37;2009;"Fabrication d'autres produits minéraux non métalliques";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C24";34.61;2009;"Métallurgie";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C25";0.69;2009;"Fabrication de produits métalliques, à l'exception des machines et des équipements";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C26";0.12;2009;"Fabrication de produits informatiques, électroniques et optiques";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C27";0.21;2009;"Fabrication d'équipements électriques";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C28";0.28;2009;"Fabrication de machines et équipements n.c.a.";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C29";0.5;2009;"Industrie automobile";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C30";0.17;2009;"Fabrication d'autres matériels de transport";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C31_C32";0.59;2009;"Fabrication de meubles; autres industries manufacturières";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"C33";0.31;2009;"Réparation et installation de machines et d'équipements";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"D";360.68;2009;"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"E36";0.08;2009;"Captage, traitement et distribution d'eau";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"E37-E39";9113.24;2009;"Collecte et traitement des eaux usées, gestion des déchets, dépollution";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"F";3.23;2009;"Construction";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"G45";3.37;2009;"Commerce et réparation d'automobiles et de motocycles";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"G46";2.91;2009;"Commerce de gros, à l'exception des automobiles et des motocycles";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"G47";4.02;2009;"Commerce de détail, à l'exception des automobiles et des motocycles";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"H49";415.61;2009;"Transports terrestres et transport par conduites";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"H50";12.88;2009;"Transports par eau";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"H51";2.17;2009;"Transports aériens";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"H52";1.75;2009;"Entreposage et services auxiliaires des transports";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"H53";0.31;2009;"Activités de poste et de courrier";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"HH_HEAT";924.83;2009;"Chauffage/refroidissement par les ménages";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"HH_OTH";1216.3;2009;"Autres activités par les ménages";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"HH_TRA";83.04;2009;"Activités de transport des ménages";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"I";5.09;2009;"Hébergement et restauration";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"J58";0.15;2009;"Édition";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"J59_J60";0.5;2009;"Activités cinématographique, vidéo, production de programmes de télévision, activités de programmation et de diffusion";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"J61";0.21;2009;"Télécommunications";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"J62_J63";0.45;2009;"Programmation, conseil en informatique et autres services d'information";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"K64";0.74;2009;"Activités des services financiers, hors assurance et caisses de retraite";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"K65";0.2;2009;"Assurance";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"K66";0.19;2009;"Activités auxiliaires de services financiers et d'assurance";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"L";0.57;2009;"Activités immobilières";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"M69_M70";0.94;2009;"Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"M71";0.67;2009;"Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"M72";0.96;2009;"Recherche-développement scientifique";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"M73";0.24;2009;"Publicité et études de marché";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"M74_M75";0.12;2009;"Autres activités spécialisées, scientifiques et techniques, activités vétérinaires";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"N77";3.14;2009;"Activités de location et location-bail";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"N78";0.8;2009;"Activités liées à l'emploi";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"N79";0.07;2009;"Activités des agences de voyage, voyagistes, services de réservation et activités connexes";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"N80-N82";1.88;2009;"Enquêtes et sécurité, activités administratives, services et aménagement paysager";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"O";8.14;2009;"Administration publique";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"P";4.35;2009;"Enseignement";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"Q86";1.75;2009;"Activités pour la santé humaine";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"Q87_Q88";2.11;2009;"Hébergement médico-social et social et action sociale sans hébergement";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"R90-R92";0.66;2009;"Activités créatives, artistiques et de spectacle; bibliothèques, archives, musées et autres activités culturelles; organisation de jeux de hasard et d'argent";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"R93";2.84;2009;"Activités sportives, récréatives et de loisirs";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"S94";0.59;2009;"Activités des organisations associatives";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"S95";0.27;2009;"Réparation d'ordinateurs et de biens personnels et domestiques";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"S96";1.35;2009;"Autres services personnels";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"T";0;2009;"Activités des ménages en tant qu'employeurs; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Méthane (équivalent NMVOC)"
"CH4_NMVOCE";"U";0;2009;"Activités extra-territoriales";"Méthane (équivalent NMVOC)"
"CO";"A01";143538.86;2009;"Culture et production animale, chasse et services annexes";"Monoxyde de carbone"
"CO";"A02";17528.16;2009;"Sylviculture et exploitation forestière";"Monoxyde de carbone"
"CO";"A03";13408.49;2009;"Pêche et aquaculture";"Monoxyde de carbone"
"CO";"B";2805.06;2009;"Industries extractives";"Monoxyde de carbone"
"CO";"C10-C12";12809.17;2009;"Industries alimentaires; fabrication de boissons et de produits à base de tabac";"Monoxyde de carbone"
"CO";"C13-C15";852.45;2009;"Fabrication de textiles, industrie de l'habillement, du cuir et de la chaussure";"Monoxyde de carbone"
"CO";"C16";6229.95;2009;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles; fabrication d'articles en vannerie et sparterie";"Monoxyde de carbone"
"CO";"C17";5849.11;2009;"Industrie du papier et du carton";"Monoxyde de carbone"
"CO";"C18";539.35;2009;"Imprimerie et reproduction d'enregistrements";"Monoxyde de carbone"
"CO";"C19";37161.13;2009;"Cokéfaction et raffinage";"Monoxyde de carbone"
"CO";"C20";37194.8;2009;"Industrie chimique";"Monoxyde de carbone"
"CO";"C21";755.29;2009;"Industrie pharmaceutique";"Monoxyde de carbone"
"CO";"C22";1241.03;2009;"Fabrication de produits en caoutchouc et en plastique";"Monoxyde de carbone"
"CO";"C23";34875.63;2009;"Fabrication d'autres produits minéraux non métalliques";"Monoxyde de carbone"
"CO";"C24";1137383.34;2009;"Métallurgie";"Monoxyde de carbone"
"CO";"C25";2301.47;2009;"Fabrication de produits métalliques, à l'exception des machines et des équipements";"Monoxyde de carbone"
"CO";"C26";461.16;2009;"Fabrication de produits informatiques, électroniques et optiques";"Monoxyde de carbone"
"CO";"C27";598.83;2009;"Fabrication d'équipements électriques";"Monoxyde de carbone"
"CO";"C28";1397.27;2009;"Fabrication de machines et équipements n.c.a.";"Monoxyde de carbone"
"CO";"C29";1630.59;2009;"Industrie automobile";"Monoxyde de carbone"
"CO";"C30";410.55;2009;"Fabrication d'autres matériels de transport";"Monoxyde de carbone"
"CO";"C31_C32";2005.68;2009;"Fabrication de meubles; autres industries manufacturières";"Monoxyde de carbone"
"CO";"C33";1790.35;2009;"Réparation et installation de machines et d'équipements";"Monoxyde de carbone"
"CO";"D";16546.55;2009;"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné";"Monoxyde de carbone"
"CO";"E36";404.79;2009;"Captage, traitement et distribution d'eau";"Monoxyde de carbone"
"CO";"E37-E39";2846.83;2009;"Collecte et traitement des eaux usées, gestion des déchets, dépollution";"Monoxyde de carbone"
"CO";"F";30644.19;2009;"Construction";"Monoxyde de carbone"
"CO";"G45";11988.86;2009;"Commerce et réparation d'automobiles et de motocycles";"Monoxyde de carbone"
"CO";"G46";10294.25;2009;"Commerce de gros, à l'exception des automobiles et des motocycles";"Monoxyde de carbone"
"CO";"G47";6627.34;2009;"Commerce de détail, à l'exception des automobiles et des motocycles";"Monoxyde de carbone"
"CO";"H49";51231.79;2009;"Transports terrestres et transport par conduites";"Monoxyde de carbone"
"CO";"H50";172600.14;2009;"Transports par eau";"Monoxyde de carbone"
"CO";"H51";21699.21;2009;"Transports aériens";"Monoxyde de carbone"
"CO";"H52";995.92;2009;"Entreposage et services auxiliaires des transports";"Monoxyde de carbone"
"CO";"H53";1537.26;2009;"Activités de poste et de courrier";"Monoxyde de carbone"
"CO";"HH_HEAT";1260027.84;2009;"Chauffage/refroidissement par les ménages";"Monoxyde de carbone"
"CO";"HH_OTH";120341.04;2009;"Autres activités par les ménages";"Monoxyde de carbone"
"CO";"HH_TRA";516201.53;2009;"Activités de transport des ménages";"Monoxyde de carbone"
"CO";"I";7124.15;2009;"Hébergement et restauration";"Monoxyde de carbone"
"CO";"J58";509.29;2009;"Édition";"Monoxyde de carbone"
"CO";"J59_J60";365.02;2009;"Activités cinématographique, vidéo, production de programmes de télévision, activités de programmation et de diffusion";"Monoxyde de carbone"
"CO";"J61";1189.23;2009;"Télécommunications";"Monoxyde de carbone"
"CO";"J62_J63";1080.91;2009;"Programmation, conseil en informatique et autres services d'information";"Monoxyde de carbone"
"CO";"K64";2454.35;2009;"Activités des services financiers, hors assurance et caisses de retraite";"Monoxyde de carbone"
"CO";"K65";349.58;2009;"Assurance";"Monoxyde de carbone"
"CO";"K66";448.27;2009;"Activités auxiliaires de services financiers et d'assurance";"Monoxyde de carbone"
"CO";"L";1813.81;2009;"Activités immobilières";"Monoxyde de carbone"
"CO";"M69_M70";1663.67;2009;"Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion";"Monoxyde de carbone"
"CO";"M71";1901.71;2009;"Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques";"Monoxyde de carbone"
"CO";"M72";622.46;2009;"Recherche-développement scientifique";"Monoxyde de carbone"
"CO";"M73";562.17;2009;"Publicité et études de marché";"Monoxyde de carbone"
"CO";"M74_M75";257.03;2009;"Autres activités spécialisées, scientifiques et techniques, activités vétérinaires";"Monoxyde de carbone"
"CO";"N77";21288.24;2009;"Activités de location et location-bail";"Monoxyde de carbone"
"CO";"N78";502.3;2009;"Activités liées à l'emploi";"Monoxyde de carbone"
"CO";"N79";91.58;2009;"Activités des agences de voyage, voyagistes, services de réservation et activités connexes";"Monoxyde de carbone"
"CO";"N80-N82";3245.3;2009;"Enquêtes et sécurité, activités administratives, services et aménagement paysager";"Monoxyde de carbone"
"CO";"O";11958.62;2009;"Administration publique";"Monoxyde de carbone"
"CO";"P";2816.07;2009;"Enseignement";"Monoxyde de carbone"
"CO";"Q86";1840.92;2009;"Activités pour la santé humaine";"Monoxyde de carbone"
"CO";"Q87_Q88";1695.18;2009;"Hébergement médico-social et social et action sociale sans hébergement";"Monoxyde de carbone"
"CO";"R90-R92";552.17;2009;"Activités créatives, artistiques et de spectacle; bibliothèques, archives, musées et autres activités culturelles; organisation de jeux de hasard et d'argent";"Monoxyde de carbone"
"CO";"R93";1359.8;2009;"Activités sportives, récréatives et de loisirs";"Monoxyde de carbone"
"CO";"S94";781.05;2009;"Activités des organisations associatives";"Monoxyde de carbone"
"CO";"S95";708.71;2009;"Réparation d'ordinateurs et de biens personnels et domestiques";"Monoxyde de carbone"
"CO";"S96";1140.86;2009;"Autres services personnels";"Monoxyde de carbone"
"CO";"T";0;2009;"Activités des ménages en tant qu'employeurs; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Monoxyde de carbone"
"CO";"U";0;2009;"Activités extra-territoriales";"Monoxyde de carbone"
"CO2";"A01";13037118;2009;"Culture et production animale, chasse et services annexes";"Dioxyde de carbone"
"CO2";"A02";545988;2009;"Sylviculture et exploitation forestière";"Dioxyde de carbone"
"CO2";"A03";1098651;2009;"Pêche et aquaculture";"Dioxyde de carbone"
"CO2";"B";1632109;2009;"Industries extractives";"Dioxyde de carbone"
"CO2";"C10-C12";10349859;2009;"Industries alimentaires; fabrication de boissons et de produits à base de tabac";"Dioxyde de carbone"
"CO2";"C13-C15";852198;2009;"Fabrication de textiles, industrie de l'habillement, du cuir et de la chaussure";"Dioxyde de carbone"
"CO2";"C16";382368;2009;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles; fabrication d'articles en vannerie et sparterie";"Dioxyde de carbone"
"CO2";"C17";2653549;2009;"Industrie du papier et du carton";"Dioxyde de carbone"
"CO2";"C18";331193;2009;"Imprimerie et reproduction d'enregistrements";"Dioxyde de carbone"
"CO2";"C19";20270543;2009;"Cokéfaction et raffinage";"Dioxyde de carbone"
"CO2";"C20";22707386;2009;"Industrie chimique";"Dioxyde de carbone"
"CO2";"C21";940574;2009;"Industrie pharmaceutique";"Dioxyde de carbone"
"CO2";"C22";1283545;2009;"Fabrication de produits en caoutchouc et en plastique";"Dioxyde de carbone"
"CO2";"C23";21830731;2009;"Fabrication d'autres produits minéraux non métalliques";"Dioxyde de carbone"
"CO2";"C24";17470581;2009;"Métallurgie";"Dioxyde de carbone"
"CO2";"C25";1319012;2009;"Fabrication de produits métalliques, à l'exception des machines et des équipements";"Dioxyde de carbone"
"CO2";"C26";198081;2009;"Fabrication de produits informatiques, électroniques et optiques";"Dioxyde de carbone"
"CO2";"C27";403440;2009;"Fabrication d'équipements électriques";"Dioxyde de carbone"
"CO2";"C28";625202;2009;"Fabrication de machines et équipements n.c.a.";"Dioxyde de carbone"
"CO2";"C29";946852;2009;"Industrie automobile";"Dioxyde de carbone"
"CO2";"C30";380561;2009;"Fabrication d'autres matériels de transport";"Dioxyde de carbone"
"CO2";"C31_C32";879124;2009;"Fabrication de meubles; autres industries manufacturières";"Dioxyde de carbone"
"CO2";"C33";417529;2009;"Réparation et installation de machines et d'équipements";"Dioxyde de carbone"
"CO2";"D";38902839;2009;"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné";"Dioxyde de carbone"
"CO2";"E36";79054;2009;"Captage, traitement et distribution d'eau";"Dioxyde de carbone"
"CO2";"E37-E39";9943460;2009;"Collecte et traitement des eaux usées, gestion des déchets, dépollution";"Dioxyde de carbone"
"CO2";"F";6925769;2009;"Construction";"Dioxyde de carbone"
"CO2";"G45";3062083;2009;"Commerce et réparation d'automobiles et de motocycles";"Dioxyde de carbone"
"CO2";"G46";3022690;2009;"Commerce de gros, à l'exception des automobiles et des motocycles";"Dioxyde de carbone"
"CO2";"G47";3370933;2009;"Commerce de détail, à l'exception des automobiles et des motocycles";"Dioxyde de carbone"
"CO2";"H49";23832782;2009;"Transports terrestres et transport par conduites";"Dioxyde de carbone"
"CO2";"H50";3262171;2009;"Transports par eau";"Dioxyde de carbone"
"CO2";"H51";20342662;2009;"Transports aériens";"Dioxyde de carbone"
"CO2";"H52";569105;2009;"Entreposage et services auxiliaires des transports";"Dioxyde de carbone"
"CO2";"H53";506957;2009;"Activités de poste et de courrier";"Dioxyde de carbone"
"CO2";"HH_HEAT";57944800;2009;"Chauffage/refroidissement par les ménages";"Dioxyde de carbone"
"CO2";"HH_OTH";757720;2009;"Autres activités par les ménages";"Dioxyde de carbone"
"CO2";"HH_TRA";68328815;2009;"Activités de transport des ménages";"Dioxyde de carbone"
"CO2";"I";3342077;2009;"Hébergement et restauration";"Dioxyde de carbone"
"CO2";"J58";147687;2009;"Édition";"Dioxyde de carbone"
"CO2";"J59_J60";360460;2009;"Activités cinématographique, vidéo, production de programmes de télévision, activités de programmation et de diffusion";"Dioxyde de carbone"
"CO2";"J61";246554;2009;"Télécommunications";"Dioxyde de carbone"
"CO2";"J62_J63";379794;2009;"Programmation, conseil en informatique et autres services d'information";"Dioxyde de carbone"
"CO2";"K64";665985;2009;"Activités des services financiers, hors assurance et caisses de retraite";"Dioxyde de carbone"
"CO2";"K65";150284;2009;"Assurance";"Dioxyde de carbone"
"CO2";"K66";152579;2009;"Activités auxiliaires de services financiers et d'assurance";"Dioxyde de carbone"
"CO2";"L";492329;2009;"Activités immobilières";"Dioxyde de carbone"
"CO2";"M69_M70";789577;2009;"Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion";"Dioxyde de carbone"
"CO2";"M71";734065;2009;"Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques";"Dioxyde de carbone"
"CO2";"M72";668840;2009;"Recherche-développement scientifique";"Dioxyde de carbone"
"CO2";"M73";233975;2009;"Publicité et études de marché";"Dioxyde de carbone"
"CO2";"M74_M75";113921;2009;"Autres activités spécialisées, scientifiques et techniques, activités vétérinaires";"Dioxyde de carbone"
"CO2";"N77";4360286;2009;"Activités de location et location-bail";"Dioxyde de carbone"
"CO2";"N78";563882;2009;"Activités liées à l'emploi";"Dioxyde de carbone"
"CO2";"N79";54856;2009;"Activités des agences de voyage, voyagistes, services de réservation et activités connexes";"Dioxyde de carbone"
"CO2";"N80-N82";1600089;2009;"Enquêtes et sécurité, activités administratives, services et aménagement paysager";"Dioxyde de carbone"
"CO2";"O";6499639;2009;"Administration publique";"Dioxyde de carbone"
"CO2";"P";2925398;2009;"Enseignement";"Dioxyde de carbone"
"CO2";"Q86";1185097;2009;"Activités pour la santé humaine";"Dioxyde de carbone"
"CO2";"Q87_Q88";1417425;2009;"Hébergement médico-social et social et action sociale sans hébergement";"Dioxyde de carbone"
"CO2";"R90-R92";470253;2009;"Activités créatives, artistiques et de spectacle; bibliothèques, archives, musées et autres activités culturelles; organisation de jeux de hasard et d'argent";"Dioxyde de carbone"
"CO2";"R93";1976954;2009;"Activités sportives, récréatives et de loisirs";"Dioxyde de carbone"
"CO2";"S94";423919;2009;"Activités des organisations associatives";"Dioxyde de carbone"
"CO2";"S95";198683;2009;"Réparation d'ordinateurs et de biens personnels et domestiques";"Dioxyde de carbone"
"CO2";"S96";850623;2009;"Autres services personnels";"Dioxyde de carbone"
"CO2";"T";0;2009;"Activités des ménages en tant qu'employeurs; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Dioxyde de carbone"
"CO2";"U";0;2009;"Activités extra-territoriales";"Dioxyde de carbone"
"CO2_BIO";"A01";519507.95;2009;"Culture et production animale, chasse et services annexes";"Dioxyde de carbone à partir de biomasse utilisé comme combustible"
"CO2_BIO";"A02";3604.02;2009;"Sylviculture et exploitation forestière";"Dioxyde de carbone à partir de biomasse utilisé comme combustible"
"CO2_BIO";"A03";2050.27;2009;"Pêche et aquaculture";"Dioxyde de carbone à partir de biomasse utilisé comme combustible"
"CO2_BIO";"B";162066.67;2009;"Industries extractives";"Dioxyde de carbone à partir de biomasse utilisé comme combustible"
"CO2_BIO";"C10-C12";472688.75;2009;"Industries alimentaires; fabrication de boissons et de produits à base de tabac";"Dioxyde de carbone à partir de biomasse utilisé comme combustible"
"CO2_BIO";"C13-C15";4107;2009;"Fabrication de textiles, industrie de l'habillement, du cuir et de la chaussure";"Dioxyde de carbone à partir de biomasse utilisé comme combustible"
