code_insee,commune,departement,feu_foret_present,statut,specifique
84002,Ansouis,84,,erreur,Remote end closed connection without response
84003,Apt,84,,erreur,Remote end closed connection without response
84005,Aurel,84,,erreur,Remote end closed connection without response
84004,Aubignan,84,,erreur,Remote end closed connection without response
84006,Auribeau,84,,erreur,Remote end closed connection without response
84009,La Bastide-des-Jourdans,84,,erreur,Remote end closed connection without response
84007,Avignon,84,,erreur,Remote end closed connection without response
84008,Le Barroux,84,,erreur,Remote end closed connection without response
84011,Le Beaucet,84,,erreur,Remote end closed connection without response
84010,La Bastidonne,84,,erreur,Remote end closed connection without response
84012,Beaumes-de-Venise,84,,erreur,Remote end closed connection without response
84013,Beaumettes,84,,erreur,Remote end closed connection without response
84015,Beaumont-du-Ventoux,84,,erreur,Remote end closed connection without response
84014,Beaumont-de-Pertuis,84,,erreur,Remote end closed connection without response
84016,Bédarrides,84,,erreur,Remote end closed connection without response
84019,Bollène,84,,erreur,Remote end closed connection without response
84018,Blauvac,84,,erreur,Remote end closed connection without response
84017,Bédoin,84,,erreur,Remote end closed connection without response
84021,Brantes,84,,erreur,Remote end closed connection without response
84020,Bonnieux,84,,erreur,Remote end closed connection without response
84022,Buisson,84,,erreur,Remote end closed connection without response
84025,Cabrières-d'Avignon,84,,erreur,Remote end closed connection without response
84023,Buoux,84,,erreur,Remote end closed connection without response
84024,Cabrières-d'Aigues,84,,erreur,Remote end closed connection without response
84031,Carpentras,84,,erreur,Remote end closed connection without response
84027,Caderousse,84,,erreur,Remote end closed connection without response
84029,Camaret-sur-Aigues,84,,erreur,Remote end closed connection without response
84026,Cadenet,84,,erreur,Remote end closed connection without response
84028,Cairanne,84,,erreur,Remote end closed connection without response
84030,Caromb,84,,erreur,Remote end closed connection without response
84034,Caumont-sur-Durance,84,,erreur,Remote end closed connection without response
84035,Cavaillon,84,,erreur,Remote end closed connection without response
84032,Caseneuve,84,,erreur,Remote end closed connection without response
84033,Castellet-en-Luberon,84,,erreur,Remote end closed connection without response
84036,Châteauneuf-de-Gadagne,84,,erreur,Remote end closed connection without response
84039,Courthézon,84,,erreur,Remote end closed connection without response
84040,Crestet,84,,erreur,Remote end closed connection without response
84041,Crillon-le-Brave,84,,erreur,Remote end closed connection without response
84037,Châteauneuf-du-Pape,84,,erreur,Remote end closed connection without response
84038,Cheval-Blanc,84,,erreur,Remote end closed connection without response
84043,Entraigues-sur-la-Sorgue,84,,erreur,Remote end closed connection without response
84046,Flassan,84,,erreur,Remote end closed connection without response
84045,Faucon,84,,erreur,Remote end closed connection without response
84044,Entrechaux,84,,erreur,Remote end closed connection without response
84042,Cucuron,84,,erreur,Remote end closed connection without response
84049,Gigondas,84,,erreur,Remote end closed connection without response
84047,Gargas,84,,erreur,Remote end closed connection without response
84051,Goult,84,,erreur,Remote end closed connection without response
84048,Gignac,84,,erreur,Remote end closed connection without response
84050,Gordes,84,,erreur,Remote end closed connection without response
84053,Grillon,84,,erreur,Remote end closed connection without response
84052,Grambois,84,,erreur,Remote end closed connection without response
84054,L'Isle-sur-la-Sorgue,84,,erreur,Remote end closed connection without response
84055,Jonquerettes,84,,erreur,Remote end closed connection without response
84056,Jonquières,84,,erreur,Remote end closed connection without response
84058,Lacoste,84,,erreur,Remote end closed connection without response
84060,Lagarde-d'Apt,84,,erreur,Remote end closed connection without response
84059,Lafare,84,,erreur,Remote end closed connection without response
84057,Joucas,84,,erreur,Remote end closed connection without response
84061,Lagarde-Paréol,84,,erreur,Remote end closed connection without response
84062,Lagnes,84,,erreur,Remote end closed connection without response
84063,Lamotte-du-Rhône,84,,erreur,Remote end closed connection without response
84064,Lapalud,84,,erreur,Remote end closed connection without response
84066,Lioux,84,,erreur,Remote end closed connection without response
84065,Lauris,84,,erreur,Remote end closed connection without response
84067,Loriol-du-Comtat,84,,erreur,Remote end closed connection without response
84069,Malaucène,84,,erreur,Remote end closed connection without response
84068,Lourmarin,84,,erreur,Remote end closed connection without response
84071,Maubec,84,,erreur,Remote end closed connection without response
84070,Malemort-du-Comtat,84,,erreur,Remote end closed connection without response
84073,Ménerbes,84,,erreur,Remote end closed connection without response
84074,Mérindol,84,,erreur,Remote end closed connection without response
84072,Mazan,84,,erreur,Remote end closed connection without response
84075,Méthamis,84,,erreur,Remote end closed connection without response
84076,Mirabeau,84,,erreur,Remote end closed connection without response
84077,Modène,84,,erreur,Remote end closed connection without response
84080,Monteux,84,,erreur,Remote end closed connection without response
84081,Morières-lès-Avignon,84,,erreur,Remote end closed connection without response
84078,Mondragon,84,,erreur,Remote end closed connection without response
84079,Monieux,84,,erreur,Remote end closed connection without response
84083,Mornas,84,,erreur,Remote end closed connection without response
84084,La Motte-d'Aigues,84,,erreur,Remote end closed connection without response
84086,Oppède,84,,erreur,Remote end closed connection without response
84082,Mormoiron,84,,erreur,Remote end closed connection without response
84085,Murs,84,,erreur,Remote end closed connection without response
84088,Pernes-les-Fontaines,84,,erreur,Remote end closed connection without response
84090,Peypin-d'Aigues,84,,erreur,Remote end closed connection without response
84087,Orange,84,,erreur,Remote end closed connection without response
84089,Pertuis,84,,erreur,Remote end closed connection without response
84091,Piolenc,84,,erreur,Remote end closed connection without response
84093,Puget,84,,erreur,Remote end closed connection without response
84094,Puyméras,84,,erreur,Remote end closed connection without response
84092,Le Pontet,84,,erreur,Remote end closed connection without response
84096,Rasteau,84,,erreur,Remote end closed connection without response
84095,Puyvert,84,,erreur,Remote end closed connection without response
84098,Roaix,84,,erreur,Remote end closed connection without response
84097,Richerenches,84,,erreur,Remote end closed connection without response
84099,Robion,84,,erreur,Remote end closed connection without response
84100,La Roque-Alric,84,,erreur,Remote end closed connection without response
84101,La Roque-sur-Pernes,84,,erreur,Remote end closed connection without response
84102,Roussillon,84,,erreur,Remote end closed connection without response
84106,Sainte-Cécile-les-Vignes,84,,erreur,Remote end closed connection without response
84104,Sablet,84,,erreur,Remote end closed connection without response
84103,Rustrel,84,,erreur,Remote end closed connection without response
84105,Saignon,84,,erreur,Remote end closed connection without response
84109,Saint-Hippolyte-le-Graveyron,84,,erreur,Remote end closed connection without response
84108,Saint-Didier,84,,erreur,Remote end closed connection without response
84107,Saint-Christol,84,,erreur,Remote end closed connection without response
84113,Saint-Martin-de-la-Brasque,84,,erreur,Remote end closed connection without response
84114,Saint-Pantaléon,84,,erreur,Remote end closed connection without response
84116,Saint-Romain-en-Viennois,84,,erreur,Remote end closed connection without response
